5785,0.871896,-0.041107
36380,0.873535,-0.041355
66178,0.874469,-0.040606
96772,0.873659,-0.039039
126571,0.872616,-0.037898
157166,0.872005,-0.037652
187070,0.871480,-0.037090
217568,0.870864,-0.035976
247375,0.870122,-0.034883
277970,0.869175,-0.033584
307874,0.868467,-0.033117
338391,0.867888,-0.032636
368373,0.867337,-0.031409
398728,0.855269,-0.007408
428587,0.791118,0.088869
459181,0.681809,0.270633
489518,0.589307,0.485350
519845,0.540657,0.672085
550191,0.523375,0.767390
580537,0.521014,0.797928
610865,0.521154,0.807215
641211,0.534598,0.842556
671557,0.544090,0.876240
701903,0.544420,0.895645
732249,0.543835,0.899342
762595,0.538433,0.900326
792941,0.536713,0.900591
823287,0.538069,0.901296
853587,0.530187,0.906571
883837,0.523307,0.911285
914086,0.519284,0.911856
944433,0.516431,0.909278
974631,0.512825,0.914610
1004880,0.512555,0.915895
1034955,0.512714,0.919710
1065043,0.512849,0.918745
1095145,0.511944,0.921304
1125445,0.511988,0.923935
1155502,0.512339,0.927981
1185604,0.512619,0.930939
1215614,0.510323,0.933410
1245960,0.500411,0.934461
1276016,0.486065,0.935315
1306054,0.471336,0.937152
1336160,0.456716,0.942425
1366217,0.446240,0.942283
1396370,0.437950,0.942703
1426541,0.429020,0.949151
1456869,0.426303,0.948776
1487003,0.422868,0.946098
1517322,0.418918,0.941577
1547378,0.416816,0.940125
1577627,0.425090,0.939600
1607858,0.451743,0.942071
1638107,0.526563,0.945872
1668357,0.598589,0.952127
1698607,0.642460,0.950463
1728953,0.668855,0.946080
1759202,0.681770,0.944427
1789258,0.678419,0.948401
1819604,0.650498,0.945701
1849757,0.634575,0.945435
1879910,0.595658,0.946876
1910062,0.547303,0.943821
1940118,0.509491,0.939660
1970289,0.481975,0.939143
2000521,0.467762,0.939659
2030770,0.456740,0.940464
2060826,0.450973,0.939635
2091154,0.448041,0.939392
2121229,0.444583,0.938207
2151556,0.442163,0.937695
2181709,0.440054,0.938213
2211958,0.438741,0.937872
2242304,0.438266,0.937657
2272457,0.437375,0.938144
2302513,0.436441,0.938214
2332859,0.435641,0.938499
2363205,0.434984,0.939299
2393280,0.434145,0.940029
2423511,0.432778,0.940081
2453664,0.431931,0.939679
2483913,0.430276,0.938098
2513969,0.429112,0.936915
2544122,0.427078,0.937395
2574390,0.426595,0.936885
2604718,0.425280,0.937479
2634793,0.423253,0.937725
2664945,0.421846,0.937685
2695176,0.421271,0.936221
2725214,0.421548,0.934208
2755560,0.420413,0.934066
2785731,0.419571,0.934562
2815980,0.419079,0.935855
2846133,0.418835,0.936015
2876383,0.419321,0.935850
2906535,0.418804,0.935942
2936881,0.418287,0.936351
2966938,0.417674,0.937180
2997205,0.417388,0.937603
3027358,0.416931,0.936868
3057685,0.416741,0.935540
3087935,0.417439,0.934712
3118088,0.417661,0.934378
3148337,0.417524,0.934190
3178664,0.417161,0.933517
3208721,0.418916,0.932356
3238874,0.419896,0.933036
3269142,0.419472,0.934151
3299276,0.419232,0.935330
3329623,0.419018,0.935808
3359871,0.418793,0.936039
3390024,0.418598,0.937335
3420195,0.418223,0.939113
3450541,0.417867,0.940946
3480694,0.418045,0.941254
3510925,0.418010,0.941651
3541290,0.418200,0.941869
3571347,0.419007,0.941350
3601480,0.418623,0.940985
3631826,0.418634,0.940642
3661882,0.418713,0.940792
3692228,0.418929,0.941323
3722497,0.419031,0.941317
3752824,0.420950,0.934718
3782996,0.420877,0.870753
3813051,0.435366,0.715352
3843186,0.446186,0.583323
3873260,0.448998,0.523789
3903509,0.457043,0.500613
3933547,0.460553,0.487882
3963623,0.462005,0.481674
3993678,0.462357,0.478445
4023928,0.461945,0.476153
4054062,0.462417,0.474165
4084329,0.462955,0.471932
4114675,0.463533,0.471318
4144732,0.464438,0.470411
4175078,0.464852,0.470638
4205116,0.465248,0.470683
4235462,0.463345,0.475793
4265518,0.456530,0.492720
4295882,0.441880,0.529276
4326035,0.428753,0.567141
4356285,0.418663,0.597107
4386612,0.411109,0.617053
4416668,0.435581,0.599884
4446743,0.494299,0.535705
4476993,0.704443,0.294493
4507048,0.830098,0.163172
4537183,0.899975,0.084813
4567240,0.923625,0.064752
4597585,0.935342,0.050618
4627738,0.942674,0.041878
4657987,0.943979,0.037566
4688287,0.945259,0.034000
4718458,0.947255,0.030760
4748565,0.949820,0.027665
4778815,0.949675,0.025317
4808968,0.950580,0.022756
4839019,0.951122,0.021600
4869324,0.951718,0.020178
4899348,0.915518,0.108114
4929722,0.935033,0.096244
4960077,0.952882,0.083307
4990359,0.968228,0.070516
5020414,0.977324,0.064759
5050733,1.000143,0.026421
5080886,0.966086,0.072026
5110924,0.868343,0.194074
5141270,0.711670,0.378965
5171616,0.592323,0.517505
5201980,0.543621,0.578874
5232326,0.524323,0.603082
5262672,0.516353,0.615088
5293018,0.521424,0.614036
5323346,0.517426,0.618672
5353420,0.516100,0.622263
5383670,0.519003,0.620525
5413804,0.519188,0.619147
5444054,0.519597,0.617749
5474109,0.519776,0.616392
5504455,0.519907,0.615152
5534608,0.520144,0.615216
5564858,0.520184,0.616279
5595204,0.520362,0.617918
5625259,0.518787,0.615171
5655412,0.506380,0.588743
5685662,0.477934,0.511476
5715719,0.455618,0.442180
5745774,0.441381,0.395268
5775927,0.433652,0.368737
5806002,0.429631,0.356881
5836330,0.426884,0.351605
5866385,0.425445,0.346572
5896731,0.425605,0.343498
5926788,0.425251,0.345173
5957134,0.425425,0.348039
5987209,0.425267,0.349745
6017555,0.425010,0.350822
6047804,0.424501,0.351480
6077956,0.422095,0.352285
6108013,0.419408,0.353067
6138359,0.417091,0.353824
6168608,0.415236,0.354674
6198761,0.413348,0.355635
6229107,0.411533,0.356491
6259145,0.410184,0.356880
6289491,0.408653,0.357431
6319548,0.407484,0.358076
6349894,0.406540,0.359169
6380142,0.405791,0.359263
6410199,0.405115,0.358906
6440352,0.404501,0.358614
6470698,0.403951,0.358727
6500753,0.403367,0.358953
6531099,0.402864,0.359284
6561349,0.402412,0.359483
6591502,0.402184,0.359784
6621752,0.401950,0.360053
6651904,0.401736,0.360426
6682269,0.401571,0.360882
6712518,0.401393,0.361186
6742670,0.397022,0.359203
6772709,0.377279,0.345559
6803073,0.350943,0.328431
6833322,0.328635,0.314567
6863475,0.312783,0.304833
6893821,0.302042,0.297551
6924070,0.294644,0.292007
6954223,0.289993,0.288606
6984473,0.287091,0.286073
7014626,0.284625,0.281677
7044663,0.282666,0.278099
7075027,0.281364,0.277871
7105180,0.280590,0.277827
7135412,0.278921,0.278846
7165565,0.261501,0.284488
7195832,0.210778,0.289498
7225870,0.156204,0.292879
7256138,0.117314,0.293826
7286272,0.098775,0.301561
7316521,0.085145,0.304644
7346674,0.082677,0.310354
7376924,0.082287,0.313876
7407288,0.081066,0.316799
7437326,0.079135,0.318639
7467672,0.079019,0.321693
7497921,0.078442,0.322055
7528074,0.079317,0.323657
7558420,0.078622,0.323022
7588477,0.080925,0.325639
7618823,0.085321,0.330437
7649090,0.090531,0.335987
7679224,0.097431,0.343236
7709492,0.116299,0.350806
7739627,0.208822,0.346405
7769682,0.389334,0.322766
7799739,0.558582,0.307634
7829892,0.647642,0.305133
7860142,0.683873,0.302071
7890488,0.700672,0.302075
7920543,0.707286,0.303809
7950908,0.709506,0.304031
7981061,0.710027,0.301528
8011292,0.711435,0.298970
8041347,0.712574,0.297581
8071500,0.721968,0.298431
8101865,0.744501,0.294248
8132114,0.767471,0.288529
8162442,0.784026,0.284091
8192499,0.795388,0.280721
8222845,0.803402,0.277397
8252900,0.800095,0.274802
8283265,0.790594,0.272578
8313303,0.784684,0.271232
8343456,0.780939,0.270017
8373802,0.777185,0.269321
8404050,0.773004,0.268531
8434203,0.768722,0.267792
8464260,0.763608,0.265692
8494606,0.758016,0.262631
8524663,0.753330,0.259777
8555009,0.748754,0.257019
8585064,0.745121,0.255261
8615364,0.742270,0.254104
8645710,0.739937,0.253038
8675767,0.738198,0.252542
8706113,0.736540,0.252499
8736266,0.735430,0.252305
8766514,0.734717,0.252423
8796571,0.734936,0.255649
8826724,0.735348,0.260229
